query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
3098,0.4887,6.9537,567.2803,574.2340,YFGBQHOOROIVKG,268802,Methionine_Enkephalin,,,[H]C([H])(c(c2[H])c(c(c(c2[H])O[H])[H])[H])C([H])(N([H])[H])C(N(C(C(N(C(C(N(C(C([H])([H])c(c1[H])c(c(c(c1[H])[H])[H])[H])([H])C(N(C([H])(C(=O)O[H])C([H])([H])C(SC([H])([H])[H])([H])[H])[H])=O)[H])=O)([H])[H])[H])=O)([H])[H])[H])=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Linear peptides; RiPPs; Tripeptides,Oligopeptides; Small peptides,Amino acids and Peptides
3099,0.6337,124.1641,600.4681,476.3040,DTPCFIHYWYONMD,57128,Decaethylene glycol  [IIN-based on: CCMSLIB00003135910],,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
3100,0.7058,15.4834,530.8386,546.3220,CDNGTOVFEUSMMG,30465,Met-CDCA,,,C[C@H](CCC(N[C@@H](CCSC)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,Cholane steroids,Steroids,Terpenoids
3101,0.4887,153.5537,470.8483,624.4020,SITLREUMPRXNMS,60932,"1,2,6,6,10,17,20-heptamethyl-17-[N-(4-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3102,0.4090,438.1669,451.3121,889.4790,RLAUJYFETVMGAO,17419,,,,CC(CCC1(O)OC2CC3C4CCC5CC(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)C(O)CC5(C)C4CCC3(C)C2C1C)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Furostane steroids,Steroids,Terpenoids
3103,0.4887,0.0649,528.4309,528.3660,QTMPUVRWTSAYOC,30790,Ile/Leu-DCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3104,0.4090,210.5916,524.8254,735.4170,CPKXIKIVLSMABL,20010,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-hydroxy-3-methylpentanoate [IIN-based: Match]",,,CCC(C)C(O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Depsipeptides,Polyesters,Linear polyketides,Polyketides
3105,0.4090,235.1589,524.2561,759.4150,VLOGACFISZMMCN,19150,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-acetyloxy-3-methylpentanoate [IIN-based on: CCMSLIB00000846567]",,,CCC(C)C(OC(C)=O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Polyesters,Linear polyketides,Polyketides
3106,0.5528,0.1809,561.3969,561.2160,QBHFNFLBWWPGKN,133285,"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-10-(4-(octyloxy)phenyl)-9,10-dihydropyrano[2,3-f]chromene-4,8-dione",,,O=C1OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2C(C4=CC=C(OCCCCCCCC)C=C4)C1)C=5C=CC(O)=C(O)C5,,,,,,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
3107,0.6105,6.6614,527.4276,534.0890,SMBAHXCBDFRXKJ,70274,"methyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,6,7,8- pentahydroquinoline-3-carboxylate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3108,0.4090,468.3232,371.2398,839.5630,BHQCQFFYRZLCQQ,26470,Cholic acid,,,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
3109,0.4913,220.0021,479.2279,699.2300,TZJALUIVHRYQQB,105185,icariin,,,COc1ccc(cc1)c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
3110,0.2939,159.2007,227.9543,387.1550,UTYVDVLMYQPLQB,26395,Phenaceturic acid,,,C1=CC=C(C=C1)CC(=O)NCC(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Dipeptides,Small peptides,Amino acids and Peptides
3111,0.4127,261.1781,435.2019,696.3800,SKOYDNZXMHBVBB,16454,"1,3,4,6-Tetrakis-O-(3-methylbutanoyl)-beta-D-fructofuranosyl alpha-D-glucopyranoside",,,CC(C)CC(=O)OC[C@H]1O[C@@](COC(=O)CC(C)C)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OC(=O)CC(C)C)[C@@H]1OC(=O)CC(C)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
3112,0.6337,184.0223,319.2837,503.3060,PSVXZQVXSXSQRO,27211,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
3113,0.5284,74.1337,103.9553,178.0890,ARJXIGOIOGJAKR,3712,Methionine ethyl ester,,,CCOC(=O)C(N)CCSC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
3114,0.5545,38.1036,661.4614,699.5650,VJLLLMIZEJJZTE,42720,GalCer(d18:1/16:0),,,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)N=C(CCCCCCCCCCCCCCC)O)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Glycosyl-N-acylsphingosines,Neutral glycosphingolipids,Spingolipids,Fatty acids
3115,0.4090,39.0912,512.4152,473.3240,PRQADQZRIHRYCH,29889,"""(3R,5S,7R,9S,10S,12S,13R,17R)-17-((2R)-4-(3-(hydroxymethyl)oxetan-2-yl)butan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol""",,,C[C@H](CCC1OCC1CO)[C@H]2CC[C@@]([C@]2(C)[C@@H](O)C3)([H])[C@]([C@H]3[C@]45C)([H])[C@H](O)C[C@@]4(C[C@@H](CC5)O)[H],,,,,,Cholestane steroids,Steroids,Terpenoids
3116,0.5286,81.0811,336.3101,255.2290,JEDIPLFNJDRCFD,5369,methyl (Z)-pentadec-10-enoate,,,CCCCC=CCCCCCCCCC(=O)OC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
3117,0.6074,254.3244,341.2656,595.5900,OGWKBOGOKYSQSD,35567,Cer(d20:0/18:0),,,CCCCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCCCCCC)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Spingolipids,Fatty acids
3118,0.4887,312.1726,297.2394,609.4120,QUVRUINWOFZNJL,2132,12-deoxyphorbol-13-hexadecanoate,,,[H][C@@]23/C=C(CO)\C[C@]1(O)C(=O)/C(C)=C\[C@@]1([H])[C@@]2(O)[C@H](C)C[C@@]4(OC(=O)CCCCCCCCCCCCCCC)C(C)(C)[C@@]34[H],Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Phorbol esters,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
3119,0.4090,37.8638,705.5118,667.6480,DGORBCXEWSENPF,52083,Cer(d18:0/24:0(2OH)),,,CCCCCCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Ceramides,Ceramides,Spingolipids,Fatty acids
3120,0.4090,83.4136,598.8256,515.4120,GHKOFFNLGXMVNJ,57048,"Didodecyl 3,3'-thiodipropionate [IIN-based: Match]",,,CCCCCCCCCCCCOC(CCSCCC(OCCCCCCCCCCCC)=O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
3121,0.4887,145.9990,376.3180,522.3170,HRNMOJZLZGYPOJ,278843,"(1S,4R,5R,6S,8R,10R,13S,16S,18R)-4-(acetyloxy)-11-ethyl-16-hydroxy-6,18-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-8-yl acetate",,,CCN1C[C@]2(COC)CC[C@H](O)[C@@]34C5C[C@@H]6[C@@H](OC)C[C@@](OC(C)=O)(C5[C@@H]6OC(C)=O)C([C@H](OC)C23)[C@@H]14,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,Terpenoid alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
3122,0.4090,108.0339,491.3731,599.4070,MUMGGOZAMZWBJJ,4175,h_10_testosterone,,,O[C@@H]1CCC2C3CCC4=CC(CC[C@]4(C)C3CC[C@@]21C)=O,,,,,,Androstane steroids,Steroids,Terpenoids
3123,0.5551,26.0702,473.3442,447.2740,FZCHYNWYXKICIO,60521,57524-89-7,,,CCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C(=O)CO,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,Pregnane steroids,Steroids,Terpenoids
3124,0.7193,289.2608,468.3888,179.1280,YFNKIDBQEZZDLK,257499,"1,2-bis(2-methoxyethoxy)ethane",,,COCCOCCOCCOC,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,,,Fatty acids
3125,0.4127,62.0169,763.5529,701.5360,ZVVYJAAMWXATNY,34397,PE(P-16:0/18:1),,,CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
3126,0.5488,105.0834,494.3526,599.4360,MCVKSYYBBHNAFN,25270,Decapropylene glycol,,,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3127,0.6097,172.0716,645.4904,817.5620,XRZUHOFZIRSWMJ,53846,PE(20:1/22:6),,,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
3128,0.5494,455.3810,640.5350,185.1540,PHXATPHONSXBIL,241885,FIO00260 gamma-Undecalactone,,,CCCCCCC[C@@H](C1)OC(=O)C1,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
3129,0.5537,226.1874,430.3214,204.1340,LRBSWBVUCLLRLU,26511,Phe-Leu-Lys,,,CC(C)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
3130,0.4090,37.1092,522.4722,485.3630,RMIVRCBSQPCSCQ,68044,ST092794,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3131,0.5529,149.9683,385.2917,535.2600,JGWQYLZHPPFHEH,136132,Ganoderenic acid D,,,O=C(O)C(C)CC(=O)C=C(C)C1CC(=O)C2(C3=C(C(=O)CC12C)C4(C)CCC(=O)C(C)(C)C4CC3O)C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Triterpenoids,Terpenoids
3132,0.5487,0.8520,429.3180,430.1700,GRMZCIPHHBSLFF,194574,"(R)-4-isobutyl-N-(4-methoxyphenyl)-1,5-dioxo-1,2,3,3a,4,5-hexahydropyrrolo[1,2-a]quinazoline-3a-carboxamide",,,O=C1C=2C=CC=CC2N3C(=O)CCC3(C(=O)NC4=CC=C(OC)C=C4)N1CC(C)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
3133,0.4887,177.0096,675.5004,852.5100,TYNQWWGVEGFKRU,257201,alpha-Chaconine,,,C[C@@H]1[C@H]2CC[C@H](C)CN2[C@H]2C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12)O[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]1O,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Steroidal alkaloids,Pseudoalkaloids (transamidation),Alkaloids; Terpenoids
3134,0.5551,69.0674,496.3286,565.3960,GQUAMSWEYSBLGB,32163,Arg-gMCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3135,0.6333,122.9697,380.3363,503.3060,PSVXZQVXSXSQRO,27211,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
3136,0.7842,245.2345,424.3625,179.1280,YFNKIDBQEZZDLK,257499,"1,2-bis(2-methoxyethoxy)ethane",,,COCCOCCOCCOC,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,,,Fatty acids
3137,0.4887,157.9779,969.6679,811.6900,POQRWMRXUOPCLD,41232,GalCer(d18:1/24:0),,,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@H](C(O1)CO)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O,,,,,,Neutral glycosphingolipids,Spingolipids,Fatty acids
3138,0.4090,180.1704,273.1666,453.3370,AHMMSNQYOPMLSX,268825,Boldenone_Undecylenate,,,[H]C(C(C([H])([H])[H])14)(C(C([H])(C([H])([H])C4([H])[H])2)([H])C(C([H])([H])C(=C([H])3)C2(C([H])([H])[H])C(=C(C(=O)3)[H])[H])([H])[H])C(C(C1(OC(C(C(C([H])([H])C([H])([H])C([H])([H])C(C(C(C([H])=C([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H],Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,Cholestane steroids,Steroids,Terpenoids
3139,0.4908,17.5197,496.8303,514.3500,DWKUILAFNXKAFN,30492,Val-CDCA,,,C[C@H](CCC(N[C@@H](C(C)C)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,Cholane steroids; Cholestane steroids,Steroids,Terpenoids
3140,0.4090,430.1110,347.3150,777.4260,HOFGZJTZROMXRO,20012,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(1,3,4,5,6-pentahydroxyhexan-2-yloxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-acetyloxy-3-methylpentanoate [IIN-based: Match]",,,CCC(C)C(OC(C)=O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(CO)C(O)C(O)C(O)CO,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Polyesters,Linear polyketides,Polyketides
3141,0.4887,23.9206,835.6106,811.6900,SNVYJLGKALMFOP,40364,GalCer(d18:0/24:1),,,CCCCCCCCCCCCCCC[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Glycosphingolipids,Neutral glycosphingolipids,Spingolipids,Fatty acids
3142,0.4090,288.6022,493.8508,782.4530,YJXRPXBRYBCYRH,20000,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5-tetrahydroxypentoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-acetyloxy-3-methylpentanoate [IIN-based: Match]",,,CCC(C)C(OC(C)=O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)CO,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Polyesters,Linear polyketides,Polyketides
3143,0.4090,187.0183,964.7123,777.6940,XUIIKFGFIJCVMT,71511,L-thyroxine,,,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,,,
3145,0.8091,0.0042,808.5818,808.5860,MWXAIAMSOXOQJK,57222,(2-{[2-[docosa-4.7.10.13.16-pentaenoyloxy]-3-(hexadecanoyloxy)propyl phosphonato]oxy}ethyl)trimethylazanium,,,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,Glycerophosphocholines,Glycerophospholipids,Fatty acids
3146,0.5613,0.1662,515.3562,515.1900,NGMYNFJANBHLKA,131307,Baohuoside I,,,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C1=C(O)C=C(O)C3CC=C(C)C)C=4C=CC(OC)=CC4,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
3147,0.4090,239.1772,252.8758,492.0530,NHZVGDFKDVIRCP,64091,N-(4-bromophenyl)-2-[4-(morpholin-4-ylcarbonyl)-2-oxohydroquinolyl]acetamide,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3148,0.4090,218.1601,409.3279,627.4880,DCBSHORRWZKAKO,26548,Glycerol 1-myristate,,,CCCCCCCCCCCCCC(=O)OCC(CO)O,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,1-monoacylglycerols,Monoacylglycerols,Glycerolipids,Fatty acids
3149,0.4090,246.0719,670.4541,916.5260,WBPYTXDJUQJLPQ,238384,"2-[(4R,5S,6S,7R,9R,11E,13E,15R,16R)-15-[[(2R,3R,4R,5R,6R)-3,4-dimethoxy-6-methyl-5-oxidanyl-oxan-2-yl]oxymethyl]-6-[(2R,3R,4R,5S,6R)-4-(dimethylamino)-5-[(2S,4R,5S,6S)-4,6-dimethyl-4,5-bis(oxi",,,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminoglycosides,Tylosins,Macrolides,Polyketides
3150,0.4090,83.9593,369.2607,453.2200,VDJHFHXMUKFKET,188381,Ingenol 3-Angelate,,,C/C=C(/C)\C(=O)O[C@H]1C(=C[C@@]23[C@@]1([C@@H](C(=C[C@H](C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Ingenane diterpenoids; Tetracyclic diterpenoids; Wax monoesters,Fatty esters; Diterpenoids,Fatty acids; Terpenoids
3151,0.2939,120.3842,791.5842,671.2000,RUFIGEPXTYTFFK,207296,"(S)-2-(((S)-7-acetamido-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-10-yl)amino)-N-(benzo[d]thiazol-2-yl)-4-(methylthio)butanamide",,,O=C1C=C2C(=CC=C1NC(C(=O)NC3=NC=4C=CC=CC4S3)CCSC)C5=C(OC)C(OC)=C(OC)C=C5CCC2NC(=O)C,,,,,,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
3152,0.4090,289.1867,879.6367,590.4500,LQEBEXMHBLQMDB,308646,6-Deoxy-beta-L-galactopyranosylguanosine 5'-diphosphate,,,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,Purine nucleotide sugars,Purine nucleotides,Nucleosides,Carbohydrates
3153,0.4887,284.0029,255.1561,539.1590,QGJYMDGLIUFPFT,11327,"3-(4-chlorophenyl)-2-[[(2S)-2-[[2-(2,3,5-trimethyl-7-oxofuro[3,2-g]chromen-6-yl)acetyl]amino]propanoyl]amino]propanoic acid""",,,C[C@H](NC(=O)Cc1c(C)c2cc3c(C)c(C)oc3cc2oc1=O)C(=O)NC(Cc4ccc(Cl)cc4)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
3154,0.4887,58.1874,587.5484,529.3610,CTAHXWGVRNBACS,30579,Ornithine-HDCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
3155,0.4090,167.1919,450.3181,617.5100,YEJYLHKQOBOSCP,26884,1-Palmitoyl-2-oleoyl-sn-glycerol,,,CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
3156,0.4090,136.0401,668.4781,532.4380,GHKOFFNLGXMVNJ,57049,"Didodecyl 3,3'-thiodipropionate [IIN-based on: CCMSLIB00003378404]",,,CCCCCCCCCCCCOC(CCSCCC(OCCCCCCCCCCCC)=O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
3157,0.4090,280.0876,819.6156,539.5280,GCGTXOVNNFGTPQ,38898,Cer(d18:0/16:0),,,CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCCCC)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Spingolipids,Fatty acids
3158,0.4090,308.0432,231.1238,539.1670,YTDNHMHONBWCBV,20114,7-methoxy-8-(3-prop-1-en-2-yloxiran-2-yl)chromen-2-one [IIN-based on: CCMSLIB00000848780],,,COC1=CC=C2C=CC(=O)OC2=C1C3OC3C(C)=C,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,,Coumarins and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
3159,0.2939,10.0016,331.2084,341.2100,UVKYPKNCQJIGKV,104839,hispanolone,,,O=C1CC2C(C)(C)CCCC2(C)C(O)(CCC3=COC=C3)C1C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Labdane diterpenoids,Diterpenoids,Terpenoids
3160,0.4090,421.1549,386.2951,807.4500,MSSYPWFHLFBMMP,176896,Isoastragaloside IV,,,OCC1OC(OC(C)(C)C2OC(C)(CC2)C3C(O)CC4(C)C5CC(O)C6C(C)(C)C(OC7OCC(O)C(O)C7O)CCC86CC58CCC34C)C(O)C(O)C1O,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Cucurbitacin glycosides,Cucurbitane triterpenoids; Cycloartane triterpenoids,Triterpenoids,Terpenoids
