query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
511,0.2939,123.0411,586.2491,463.2080,GJYBMGDRIGIOBX,"N-{1-methyl-2-[(3,4,5-trimethoxyphenyl)carbonylamino]ethyl}(3,4,5-trimethoxyph enyl)carboxamide",COc1cc(C(O)=NCC(C)N=C(O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,702.6840,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides,Minor lignans,Lignans,Shikimates and Phenylpropanoids
512,0.2100,164.8574,591.4974,426.6400,APDLCSPGWPLYEQ,"octanoylamino-4-octadecene-1, 3-diol",CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCC)O,2155.2610,,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Ceramides,Ceramides,Sphingolipids,Fatty acids
513,0.4111,0.0013,593.1497,593.1510,RTATXGUCZHCSNG,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-me",CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,1206.1320,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
514,0.4090,243.3344,593.2756,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,2032.9260,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
515,0.4090,240.3179,597.4121,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,2146.7220,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
516,0.2939,295.8536,602.3104,898.1640,JVNVHNHITFVWIX,cinnamoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)/C=C/C4=CC=CC=C4,1561.4750,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
517,0.4090,307.8998,607.2912,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,2070.9320,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
518,0.9397,0.0001,609.1811,609.1810,GZSOSUNBTXMUFQ,Diosmetin-7-O-rutinoside,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,973.0480,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
519,0.4090,122.0912,609.1812,487.0900,DCYOADKBABEMIQ,Myricitrin,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,907.9570,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
520,0.2100,259.2909,611.4669,352.1760,IAPHXJRHXBQDQJ,"(1R,3`S,4S,6R,7R,17R)-7-hydroxy-3`,6,7-trimethylspiro[2,9-dioxa-14-azatricyclo[9.5.1.0^{14,17}]heptadec-11-ene-4,2`-oxirane]-3,8-dione",C[C@@H]1O[C@@]11C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,1989.8290,,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
521,0.2916,55.5822,613.4822,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,2117.1600,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
522,0.2653,55.5822,613.4822,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,2089.2740,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
523,0.4090,276.8935,621.2705,898.1640,JVNVHNHITFVWIX,cinnamoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)/C=C/C4=CC=CC=C4,1992.5000,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
524,0.9732,0.0001,625.1761,625.1760,UIDGLYUNOUKLBM,isorhamnetin-3-O-rutinoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,1028.3790,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
525,0.4090,207.2452,629.4748,836.7200,CRFNGMNYKDXRTN,butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,2092.9900,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
526,0.2939,217.1604,634.2254,417.0650,DRAXNORTYURXSF,"N-{[(3-chloro-2-methylphenyl)amino]thioxomethyl}(3,4,5-trimethoxyphenyl)carbox amide",COc1cc(C(O)=NC(S)=Nc2cccc(Cl)c2C)cc(OC)c1OC,777.4990,,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylthioureas,N-acyl-phenylthioureas,,,
527,0.4090,28.8288,635.2881,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1156.6100,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
528,0.4090,176.1046,639.1916,463.0870,FNTJVYCFNVUBOL,Kaempferol-3-O-glucuronoside,O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,961.3060,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glucuronides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
529,0.2100,264.2600,642.5299,378.2700,HKQZUYOVMYOFIT,karakoline,OC1CCC2(C)CN(CC)C3C4CC2C13C5CC6C(O)C5C4(O)CC6OC,2102.9290,,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,Terpenoid alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
530,0.2939,1021.5303,645.4697,1667.0000,FJKCEKRHXRNRNK,Man-alpha-1-2Man-alpha-1-6(Man-alpha-1-3)Man-alpha-1-6(Man-alpha-1-2Man-alpha-1-2Man-alpha-1-3)Man-beta-1-4GlcNAc,OC(C1O)C(C(OC(C2OCC(O4)C(C(C(C4OCC(C5O)OC(OC(C(O)9)C(OC(O)C(NC(C)=O)9)CO)C(C5OC(C6OC(C7OC(C8O)OC(C(C8O)O)CO)OC(CO)C(C7O)O)OC(C(C6O)O)CO)O)O)OC(O3)C(C(O)C(C(CO)3)O)O)O)C(C(C(O2)CO)O)O)OC(CO)1)O,2086.6750,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Polysaccharides,Saccharides,Carbohydrates
531,0.2939,16.6317,647.4853,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,2103.5020,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
532,0.4090,242.7318,651.4592,894.1910,FEXBJMLGPVUJAL,betamethoxyvaleroyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CC(CCCC)=O,2042.0740,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,3-oxo-acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
533,0.4090,206.0783,653.2073,447.1290,OZBAVEKZGSOMOJ,Glycitin,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,1106.3790,,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
534,0.9738,0.0003,655.1867,655.1870,KHCREUNEQGORAM,"6-hydroxy-3-[3-hydroxy-4-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyphenyl]-5,7-dimethoxychromen-4-one",COc1cc2occ(-c3ccc(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)c(O)c3)c(=O)c2c(OC)c1O,890.9780,,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
535,0.4090,48.0367,659.1967,611.1600,OTUCXMIQUNROBJ,Quercetin 3-O-glucoside-7-O-rhamnoside,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(OC4OC(C)C(O)C(O)C4O)=CC(O)=C13)C=5C=CC(O)=C(O)C5,1047.1440,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
536,0.4090,49.6668,659.1968,609.5300,GZSOSUNBTXMUFQ,"3',5,7-Trihydroxy-4'-methoxyflavone 7-Rutinoside",CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,1006.9380,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
537,0.2939,51.8855,659.3635,711.2490,AUVKOEQGZIDTGI,"(1aS,1bS,2S,5aR,6S,6aS)-6-({3-O-Acetyl-6-deoxy-2-O-[(2E)-3-(4-methoxyphenyl)-2-propenoyl]-alpha-L-mannopyranosyl}oxy)-1a-(hydroxymethyl)-1a,1b,2,5a,6,6a-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-2-yl beta-D-glucopyranoside",COC1=CC=C(\C=C\C(=O)O[C@H]2[C@@H](O[C@@H](C)[C@H](O)[C@H]2OC(C)=O)O[C@H]3[C@@H]4\C=C/O[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4[C@@]6(CO)O[C@@H]36)C=C1,1789.8250,,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
538,0.2100,199.2906,662.4986,463.2080,GJYBMGDRIGIOBX,"N-{1-methyl-2-[(3,4,5-trimethoxyphenyl)carbonylamino]ethyl}(3,4,5-trimethoxyph enyl)carboxamide",COc1cc(C(O)=NCC(C)N=C(O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,2038.9930,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides,Minor lignans,Lignans,Shikimates and Phenylpropanoids
539,0.2158,309.3123,664.5143,355.2020,QOXWAQKWJLGXBF,N-benzyl-2-(N-butylformamido)-2-(4-methoxyphenyl)acetamide,CCCCN(C=O)C(C(=O)NCc1ccccc1)c2ccc(OC)cc2,2060.8100,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
540,0.2244,255.2648,666.5298,411.2650,HLIHLMZQNAZFBR,N-(2-(benzylamino)-1-(4-methoxyphenyl)-2-oxoethyl)-N-butylpentanamide,CCCCC(=O)N(CCCC)C(C(=O)NCc1ccccc1)c2ccc(OC)cc2,2074.6370,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
541,0.2939,3.3370,667.4540,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,2038.9930,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
542,0.4090,72.0178,669.2022,741.2200,LXOPDILLGIDKLW,Apigenin-7-O-(2G-rhamnosyl)gentiobioside,O=C1C=C(OC2=CC(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC5OC(C)C(O)C(O)C5O)=CC(O)=C12)C=6C=CC(O)=CC6,1037.8480,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
543,0.2939,5.3526,669.4696,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,2060.8100,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
544,0.4090,92.0466,671.1966,579.1500,XFZJEEAOWLFHDH,Procyanidin B2,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,1176.4310,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,Biflavonoids and polyflavonoids,Proanthocyanins,Flavonoids,Shikimates and Phenylpropanoids
545,0.4090,233.2067,671.1967,437.9900,IUBVMJHASFBYGW,Sinigrin hydrate,[K+].O=S(=O)([O-])ON=C(SC1OC(CO)C(O)C(O)C1O)CC=C.O,845.0780,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Alkylglucosinolates,,,
546,0.4090,243.7058,671.4852,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,2075.1930,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
547,0.4090,194.1087,675.2067,481.0980,FOHXFLPXBUAOJM,Myricetin-3-Galactopyranoside,OCC(O1)C(O)C(O)C(O)C1OC(C(=O)3)=C(Oc(c4)c(c(O)cc(O)4)3)c(c2)cc(O)c(O)c(O)2,1223.2180,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
548,0.4090,212.1198,675.2068,463.0870,FNTJVYCFNVUBOL,Kaempferol-3-O-glucuronoside,O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,1196.8270,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glucuronides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
549,0.4090,255.8372,689.2072,433.3700,SGEWCQFRYRRZDC,Vitx,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,1204.8200,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
550,0.4090,94.0412,689.2072,595.1660,ZEJXENDZTYVXDP,kaempferol 7-neohesperidoside,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1157.9680,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
551,0.4090,53.9748,689.2072,743.1820,JDAPIOVVXOAJOM,"BML00131 2-(3,4-diacetyloxyphenyl)-4-oxo-7-[3,4,5-triacetyloxy-6-(acetyloxymethyl)(2H-3 ,4,5,6-tetrahydropyran-2-yloxy)]chromen-5-yl acetate",CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,1048.3950,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
552,0.4090,226.1174,689.2074,463.0900,DJSISFGPUUYILV,scutellarin,O=C(O)C1OC(OC=2C=C3OC(=CC(=O)C3=C(O)C2O)C=4C=CC(O)=CC4)C(O)C(O)C1O,1006.9380,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glucuronides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
553,0.2939,152.5005,694.4005,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1809.9300,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
554,0.2594,136.5006,694.4006,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1789.8250,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
555,0.4090,35.2387,699.3557,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1789.8250,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
556,0.4090,35.2388,699.3558,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1809.9300,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
557,0.4090,284.9407,701.4593,986.4000,NGPDQWFWZNXVLZ,Cyanopeptolin 963A,CCCCCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CC(C)C)N2[C@H](O)CC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC1=O)C2=O)C(C)C,1947.5810,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Ahp-containing cyclodepsipeptides; Cyclic peptides; Depsipeptides; Lipopeptides,Oligopeptides,Amino acids and Peptides; Polyketides
558,0.4090,262.0853,717.2173,455.1320,SSXJHQZOHUYEGD,"3,5,6,7,8,3',4'-Heptamethoxyflavone",O=C1C(OC)=C(OC2=C(OC)C(OC)=C(OC)C(OC)=C12)C=3C=CC(OC)=C(OC)C3,1329.4810,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,8-O-methylated flavonoids,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
559,0.4090,22.4523,719.2177,741.6700,PEFASEPMJYRQBW,Kaempferol-3-O-galactose-rhamnose-7-O-,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O,1188.3140,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
560,0.2594,184.4902,726.3902,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1556.2070,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
561,0.4090,136.2356,731.3456,595.1100,ALUBZGFIRHMLEY,"N-(3-(4-bromo-10-methoxy-7-methyl-6,7-dihydro-5H-[1,3]dioxolo[4',5':4,5]benzo[1,2-d]azepine-8-carbonyl)phenyl)-2-(4-methoxyphenoxy)acetamide",O=C(C=1C=CC=C(C1)NC(=O)COC2=CC=C(OC)C=C2)C3=CC=4C(OC)=C5OCOC5=C(Br)C4CCN3C,1556.8510,,Organic compounds,Organoheterocyclic compounds,Benzazepines,,Benzazepines,,,Alkaloids
562,0.4090,559.6543,731.3457,1291.0000,AABZZWPMCAZHFC,GE37468,CC1CC(O)N2C1C1=NC(=CS1)C1=NC(=CS1)C1=NC(=CC=C1C1=NC(=C(C)O1)C(=O)NC(CC(N)=O)C1=NC(=CS1)C(=O)NC(CC1=CC=CC=C1)C1=NC(CS1)C(=O)NC(CC1=CC=C(O)C=C1)C2=O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(O)=O,1576.7640,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,RiPPs-Thiopeptides,Oligopeptides,Amino acids and Peptides
