query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
497,0.5284,381.1453,558.2003,177.0550,IRUHWRSITUYICV,236499,"BML01379 6-Hydroxy-4-methylcoumarin, 6-Hydroxy-4-methyl-2-benzopyrone",,,CC1=CC(=O)OC2=C1C=C(C=C2)O,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,Hydroxycoumarins,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
498,0.5292,287.1216,564.3376,277.2160,RIGGEAZDTKMXSI,26896,"9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid",,,CC/C=C\C/C=C\C=C\[C@H](CCCCCCCC(=O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
499,0.9385,0.0002,565.1548,565.1550,UXJMURXRQMFKJC,289613,Ambocin,,,OC[C@@]1(O)CO[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C(=COC4=C3)C5=CC=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
500,0.6329,42.0315,567.1495,609.1810,GZSOSUNBTXMUFQ,289327,Diosmin,,,COc1ccc(cc1O)c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
501,0.7581,74.0376,567.1706,493.1330,PXUQTDZNOHRWLI,254191,"Anthocyanidin base + 4O, 2MeO, O-Hex M",,,OCC(O1)C(O)C(O)C(O)C1Oc(c3)c([o+1]c(c4)c(c(O)cc(O)4)3)c(c2)cc(OC)c(O)c(OC)2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
502,0.7020,84.0419,569.1651,653.2070,QVXXLWMUTXHCGR,12879,"5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2-(3,4,5-trimethoxyphenyl)chromen-4-one",,,COC1=CC(=CC(OC)=C1OC)C2=CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
503,0.4991,52.1229,569.2929,517.1700,KVRQGMOSZKPBNS,105391,harpagoside,,,C[C@@]1(C[C@@H](O)[C@]2(O)\C=C/O[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12)OC(=O)\C=C\C4=CC=CC=C4,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
504,0.5327,292.2039,569.4199,277.2160,RIGGEAZDTKMXSI,26896,"9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid",,,CC/C=C\C/C=C\C=C\[C@H](CCCCCCCC(=O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
505,0.6074,335.2812,577.3178,912.5990,NPYICXUUGUJPMM,1649,Surugamide A,,,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2)[C@@H](C)CC)CCCCN)[C@H](C)CC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
506,0.7570,116.0101,579.1341,463.1240,GAMYVSCDDLXAQW,70422,"5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)( 2H-3,4,5,6-tetrahydropyran-2-yloxy)]chromen-4-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
507,0.9114,0.0002,581.1498,581.1500,RQLWDYSEFWBFBP,13079,"8-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",,,OC[C@H]1O[C@H]([C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O)C3=C4OC(=CC(=O)C4=C(O)C=C3O)C5=CC(O)=C(O)C=C5,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
508,0.6327,20.0472,583.2172,563.1700,RFWGABANNQMHMZ,94088,Oleuropein,,,COC(=O)\C1=C\O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)\C(=C\C)[C@@H]1CC(=O)OCCC3=CC(=C(O)C=C3)O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
509,0.7133,108.0057,583.2173,691.2230,UGIFUOHGTIYUFC,290061,"methyl (5Z)-5-[2-(4-hydroxy-3-methoxybenzoyl)oxyethylidene]-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",,,COC(=O)C1=COC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(=C\COC(=O)c2ccc(O)c(OC)c2)C1CC(=O)OCCc1ccc(O)cc1,Organic compounds,Phenylpropanoids and polyketides,Tannins,Hydrolyzable tannins,Hydrolyzable tannins,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
510,0.4887,127.1278,585.4122,712.5400,QVWUTEYXUYBGKO,205469,"(2R,3S,4R,5R,6R)-5-acetamido-2-(acetoxymethyl)-6-((2-dodecyltetradecyl)oxy)tetrahydro-2H-pyran-3,4-diyl diacetate",,,O=C(OCC1OC(OCC(CCCCCCCCCCCC)CCCCCCCCCCCC)C(NC(=O)C)C(OC(=O)C)C1OC(=O)C)C,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,N-acyl-alpha-hexosamines,,,
511,0.5551,109.0011,586.2491,477.2480,LQLBJBHPDHBGLH,17884,,,,COC(=O)CCC1(C)C2CC3=C(OC2(C)CC(O)C1C(C)(C)O)C(=C4COC(=O)C4=C3OC)C,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
512,0.6162,3.0246,591.4974,594.5220,YEJYLHKQOBOSCP,43227,DG(16:0/18:1/0:0),,,CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
513,0.6337,130.0257,593.1497,463.1240,GAMYVSCDDLXAQW,63535,"5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)( 2H-3,4,5,6-tetrahydropyran-2-yloxy)]chromen-4-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
514,0.6333,172.0344,593.2756,765.3100,ZRMFMDZIHZKFHY,1805,euphodendroidin L,,,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
515,0.5521,85.0771,597.4121,512.3350,TVNLAWCTCXPKQY,31802,Pro-CDCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
516,0.4090,31.0304,602.3104,571.2800,DZKBRKKSFHBYIN,97415,"(1R,4R)-bis((1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0(2,4)]nonan-7-yl) 1-phenyl-1,2,3,4-tetrahydronaphthalene-1,4-dicarboxylate",,,O=C(OC1CC2N(C)C(C1)C3OC32)C4C=5C=CC=CC5C(C(=O)OC6CC7N(C)C(C6)C8OC87)(C=9C=CC=CC9)CC4,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids and derivatives,Tropane alkaloids,Ornithine alkaloids,Alkaloids
517,0.5791,58.0018,607.2912,665.2930,DQOWHTFHFLRPDX,999,"5,7-diacetoxy-3-benzoyloxy-14,15-dihydroxy-8-isobutyryloxy-9-oxojatropha-6(17),11E-diene (9)",,,C=C(C1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C(C(C)(C)/C=C/[C@@H](C)[C@@H](O)[C@]2(O)[C@]1([H])[C@@H](OC(C3=CC=CC=C3)=O)[C@@H](C)C2)=O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
518,0.9318,0.0001,609.1811,609.1810,GZSOSUNBTXMUFQ,70778,diosmin,,,COc1ccc(cc1O)c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
519,0.8263,0.0012,609.1812,609.1800,VGGSULWDCMWZPO,132930,Spinosin,,,O=C1C=C(OC=2C=C(OC)C(=C(O)C12)C3OC(CO)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
520,0.5273,306.2199,611.4669,305.2470,WYZDXEKUWRCKOB,10832,"""(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-one""",,,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Androgens and derivatives,Androstane steroids,Steroids,Terpenoids
521,0.8493,0.0008,613.4822,613.4830,RAPBJBKXYYMYAY,24796,"Dilinolenin (9c,12c,15c)",,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Diacylglycerols,Glycerolipids,Fatty acids
522,0.9036,0.0008,613.4822,613.4830,RAPBJBKXYYMYAY,24796,"Dilinolenin (9c,12c,15c)",,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Diacylglycerols,Glycerolipids,Fatty acids
523,0.5521,148.0655,621.2705,473.2050,QFRUZVNPYYYLAN,280301,3Alpha-Hydroxy-3-Deoxyangolensic Acid Methyl Ester,,,C=C1[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1C[C@H](O)C(C)(C)[C@H](CC(=O)OC)[C@]12C,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Limonoids,Triterpenoids,Terpenoids
524,0.9307,0.0001,625.1761,625.1760,UIDGLYUNOUKLBM,25656,Narcissin,,,COC1=C(O)C=CC(=C1)C2=C(OC3OC(CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(O)C(O)C3O)C(=O)C5=C(O2)C=C(O)C=C5O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
525,0.4090,119.2708,629.4748,510.2040,KYNXMUCTYHCXFX,69282,"methylpropyl 7-(4-chlorophenyl)-4-(3-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-1, 4,6,7,8-pentahydroquinoline-3-carboxylate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
526,0.6327,19.9046,634.2254,654.1300,MACFXELYCBWKGT,294571,"[(2R,3R,4S,5R,6S)-3-hydroxy-2-(hydroxymethyl)-5,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-4-yl] 3,4,5-trihydroxybenzoate",,,OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
527,0.6074,84.0719,635.2881,719.3600,KWBPKUMWVXUSCA,131205,Periplocin,,,O=C1OCC(=C1)C2CCC3(O)C4CCC5(O)CC(OC6OC(C)C(OC7OC(CO)C(O)C(O)C7O)C(OC)C6)CCC5(C)C4CCC23C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Cardenolide glycosides and derivatives,Cardenolides,Steroids,Terpenoids
528,0.8576,118.0264,639.1916,757.2180,MSUVUDCULKNUJL,256534,Cyanidin 3-(2G-glucosylrutinoside) M,,,CC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
529,0.5529,78.0549,642.5299,564.4750,CRQPNYSGCDQCRE,33121,DG(16:1/0:0/16:1),,,CCCCCCCC/C=C\CCCCCC(=O)OCC(O)COC(=O)CCCCC/C=C\CCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,3-diacylglycerols",Triacylglycerols,Glycerolipids,Fatty acids
530,0.4887,107.0743,645.4697,752.5440,NAUNPPRXNUXMCK,39865,MGDG(16:0/18:3),,,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,"1,2-diacyl-3-O-beta-D-galactosyl-sn-glycerols",Glycosyldiacylglycerols,Glycerolipids,Fatty acids
531,0.5602,14.0953,647.4853,633.3900,JRDGRUGBUPIOBO,70967,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
532,0.5564,86.0632,651.4592,565.3960,GQUAMSWEYSBLGB,31029,Arg-gMCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
533,0.8938,0.0003,653.2073,653.2070,QVXXLWMUTXHCGR,12879,"5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2-(3,4,5-trimethoxyphenyl)chromen-4-one",,,COC1=CC(=CC(OC)=C1OC)C2=CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
534,0.9231,0.0003,655.1867,655.1870,KHCREUNEQGORAM,300735,"6-hydroxy-3-[3-hydroxy-4-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyphenyl]-5,7-dimethoxychromen-4-one",,,COC1=C(O)C(OC)=C2C(=O)C(=COC2=C1)C3=CC=C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(O)=C3,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
535,0.7581,84.0063,659.1967,743.2030,OLBLWNPOURNBCY,246508,cyanidin-3-sambubioside-5-glucoside,,,OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-5-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
536,0.7771,18.0258,659.1968,641.1710,CEZKIFXYWPTANH,13458,"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one",,,COC1=CC(O)=C2C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC2=C1)C5=CC(O)=C(O)C=C5,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
537,0.6101,56.0035,659.3635,715.3670,QGQSOVLOEOVNRW,298779,"[(2R,3R,4S,5S,6R)-3-acetyloxy-2-(acetyloxymethyl)-5-hexanoyloxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] tetradecanoate",,,CCCCCCCCCCCCCC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@@H](OC[C@H](O)[C@H](O)CO)[C@H]1OC(=O)CCCCC,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acyl glycosides,Fatty acids
538,0.5546,383.2677,662.4986,279.2310,NPDSHTNEKLQQIJ,14415,"(10E,12E)-9-hydroxyoctadeca-10,12-dienoic acid",,,CCCCC\C=C\C=C\C(O)CCCCCCCC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
539,0.5292,387.2983,664.5143,277.2160,RIGGEAZDTKMXSI,26896,"9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid",,,CC/C=C\C/C=C\C=C\[C@H](CCCCCCCC(=O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
540,0.5292,311.2458,666.5298,355.2840,WECGLUPZRHILCT,23680,1-Linoleoylglycerol,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Monoacylglycerols,Glycerolipids,Fatty acids
541,0.6337,75.9280,667.4540,743.3820,LOTLMZWGLBOKFL,286988,"[2-[4-hydroxy-2,5-bis(hydroxymethyl)-3-(3-methylbutanoyloxy)oxolan-2-yl]oxy-6-(hydroxymethyl)-4,5-bis(2-methylpropanoyloxy)oxan-3-yl] decanoate",,,CCCCCCCCCC(=O)OC1C(OC2(CO)OC(CO)C(O)C2OC(=O)CC(C)C)OC(CO)C(OC(=O)C(C)C)C1OC(=O)C(C)C,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,,,
542,0.7044,60.0562,669.2022,609.1460,PLKUTZNSKRWCCA,312153,"(2S,3R,4S,5S,6R)-2-[5,7-",,,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C([O+]=C4C=C(C=C(C4=C3)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O)O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
543,0.5529,173.1426,669.4696,496.3270,XTVBGIKVKTYPQN,31059,Ser-gMCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
544,0.7880,60.0356,671.1966,611.1610,DFNXNCCYQRPZMD,254396,Quercetin 3-O-[2''-O-b-D-glucopyranosyl]-a-L-rhamnopyranoside,,,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
545,0.6074,90.0457,671.1967,581.1510,WYYFCTVKFALPQV,252608,"Flavone base + 4O, C-Pen, C-Hex",,,O=C1C=C(OC=2C1=C(O)C(=C(O)C=2C3OC(CO)C(O)C(O)C3(O))C4OCC(O)C(O)C4(O))C=5C=CC(O)=C(O)C=5,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
546,0.5556,127.1612,671.4852,544.3240,MHOZNCAVRHAOKT,31870,Glu-CDCA,,,CC(CCC(O)=NC(CCC(=O)O)C(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CCC21C)C1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,,,,,,Cholane steroids,Steroids,Terpenoids
547,0.6101,182.1067,675.2067,493.1000,PXUQTDZNOHRWLI,246145,Malvidin-3-O-beta-D-galactoside,,,OCC(O1)C(O)C(O)C(O)C1Oc(c3)c([o+1]c(c4)c(c(O)cc(O)4)3)c(c2)cc(OC)c(O)c(OC)2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
548,0.6091,330.1098,675.2068,345.0970,DWZAJFZEYZIHPO,4501,"5,7-dihydroxy-3,6-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one",,,O=C1C2=C(O)C(OC)=C(O)C=C2OC(C3=CC=C(OC)C=C3)=C1OC,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,6-O-methylated flavonoids,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
549,0.7596,94.0412,689.2072,595.1660,YFPYXTNSQOUHPS,301360,"3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",,,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC=C(O)C=C5)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
550,0.7877,78.0462,689.2072,611.1610,DFNXNCCYQRPZMD,254464,Quercetin 3-O-[2''-O-b-D-glucopyranosyl]-a-L-rhamnopyranoside,,,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
551,0.7754,64.0442,689.2072,625.1630,UWQOGHWNWIJMNI,307928,Isorhamnetin-3-rhamnoside-7-glucoside,,,CC1[C@@H](C([C@@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O,,,,,,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
552,0.7543,64.0314,689.2074,625.1760,IPVSUYLZIAYTOK,252419,"Peonidin-3,5-O-di-beta-glucoside M",,,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=CC2=[O+]1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-5-O-glycosides,Anthocyanidins,Flavonoids,Shikimates and Phenylpropanoids
